5000 8000
2396 3670 28
185 2260 105
1092 3380 26
167 638 120
2801 4104 40
3110 1414 147
1802 4045 90
2132 4575 39
3986 738 122
2674 1178 191
4528 97 128
930 4529 98
4688 2747 145
4273 4106 36
316 2813 62
3775 246 192
2211 70 135
2604 444 158
912 519 39
4046 801 1
4902 1549 143
716 4437 63
3924 1225 53
1175 4746 165
1604 360 99
1155 1186 99
2492 860 70
2537 1675 113
205 3118 178
2992 895 94
2494 2535 90
4413 4408 173
1424 3151 191
3370 1602 57
470 2504 177
4234 4354 194
3753 2425 146
4816 3480 61
4619 4192 85
2595 4205 189
1411 4738 53
3197 1348 177
3044 441 67
4522 4031 129
4213 1492 160
4450 4656 97
2390 3427 154
1615 1228 10
4606 2279 67
2429 484 46
1822 4913 90
3585 3146 11
4848 4290 39
1748 299 196
737 4760 152
1108 259 178
1449 641 117
2961 1868 52
89 4595 80
3375 4914 92
2548 4501 130
4655 2148 73
4815 1639 95
1280 3510 124
3593 351 181
1277 4527 189
2203 208 79
1666 3826 163
1970 2653 40
939 4646 114
2428 1883 63
1672 2043 197
744 3781 126
4423 380 155
2779 1889 94
787 2355 127
3032 3561 174
4097 2256 172
4702 3271 78
3156 1645 200
147 3746 44
3103 141 105
1045 911 70
1664 3667 23
4314 3133 46
4785 4573 27
3560 4839 61
3180 843 12
139 4030 196
4823 503 146
3457 3126 122
372 3263 198
3166 913 160
2115 3934 49
3420 3438 72
3251 282 199
462 3771 140
4515 3181 52
2879 2132 83
3042 2512 121
1961 4902 187
4307 592 191
1066 3083 124
1721 1062 41
275 3358 173
4454 3497 91
494 4332 138
48 1115 53
3747 89 147
2539 4287 137
4523 1370 144
2274 3397 51
2053 3141 148
3971 3785 46
1415 1814 154
1837 80 19
443 3795 99
4141 4357 64
4787 2553 76
1776 3201 61
1059 2624 21
22 926 144
4593 4975 104
3999 177 83
2288 3390 193
2460 2875 69
2055 2266 47
1439 2469 89
3142 468 82
3992 1571 15
2485 3704 145
1318 1005 135
581 3818 4
4089 540 71
3631 3496 164
3853 2211 16
2403 1084 113
4702 475 44
1199 1140 191
2816 3554 8
861 3492 128
3851 3566 22
2365 245 147
3508 924 179
3705 4621 132
1510 3342 19
262 2456 43
3550 2795 45
2280 370 52
1018 553 94
2988 513 81
4761 646 80
4083 1571 135
4051 4138 192
1917 1600 33
2519 4722 194
3930 652 174
2757 3621 65
2534 4918 185
4953 1040 180
3057 4083 117
2276 4356 198
1852 417 37
1222 4230 158
1159 4283 38
2677 1106 191
1617 4982 70
3227 684 22
183 1290 191
4660 3490 94
1256 1278 16
1347 852 181
2114 2207 78
1653 3646 40
3119 1474 168
3915 3644 116
3859 2940 13
3611 1043 56
1414 2954 189
3511 2530 162
3747 3620 20
2501 4397 30
4046 42 102
2723 1496 93
2838 2548 160
3295 2415 94
1687 3292 134
740 544 113
3651 2181 29
1545 3273 123
456 2786 26
3644 1373 134
3675 3034 177
2068 584 141
2358 164 65
2024 699 171
3873 4926 144
3779 1151 107
113 1903 2
1737 35 9
3288 1931 76
4887 3019 36
2152 869 100
1054 1546 65
2205 2895 185
1618 3468 140
2941 3479 185
4811 3178 191
1813 2835 52
3817 4205 120
4544 634 178
3910 688 12
229 122 16
597 1651 200
4313 4985 88
2021 1926 180
3766 2057 160
2876 4741 52
1550 3370 136
2620 1637 146
2102 1621 180
2248 2397 29
4826 1864 169
3259 3825 114
1122 737 17
4731 3092 92
3801 1522 97
873 2791 138
132 220 56
1698 1436 42
1975 3280 187
3927 3594 106
675 1316 44
4445 3627 167
918 3827 15
4529 1478 13
2968 130 88
1637 1827 183
3789 1559 184
3601 4654 99
4693 4606 146
288 1845 198
2623 2049 164
4464 782 80
2769 3681 81
4162 425 110
4533 1788 141
262 4488 24
2655 902 197
456 4142 123
4021 2732 45
2018 4324 151
1070 4346 28
4237 1963 17
2343 3580 27
4943 1976 77
275 3376 154
4001 4791 24
1565 1214 30
312 3485 79
1359 3826 185
4054 1848 65
2935 2070 164
217 2942 194
2139 2048 82
2791 908 114
25 4746 22
838 2634 94
112 4835 161
862 3064 125
2663 2527 38
3673 3530 55
4418 1583 132
2917 1871 103
3267 3217 34
4452 4105 180
2242 1735 33
1132 808 146
941 4744 16
4989 3123 5
1254 4903 105
3163 2927 77
1835 3019 179
293 4260 150
313 3619 90
3832 2723 186
283 889 74
1968 486 195
2105 3274 68
2802 3111 101
1872 2905 197
4340 1477 108
3995 2755 76
965 1444 162
238 1568 156
3347 1029 146
2291 250 2
2872 2853 11
234 3783 116
1175 282 185
957 1947 63
1777 311 2
665 4531 140
1912 2065 24
1793 52 49
1667 2321 127
189 1475 21
1859 3634 12
4560 2288 109
2889 1159 134
935 1435 173
1744 2258 126
508 4769 181
351 2362 115
4703 2299 126
2554 1581 58
1533 3589 92
2229 2239 52
1217 2482 125
3288 1559 144
464 2714 27
4210 2047 194
4973 4903 147
2835 2216 46
124 2089 110
2977 2280 81
3752 2807 57
2358 2094 185
1599 516 117
267 4381 173
4378 2620 172
3576 827 167
4310 2914 58
302 3914 14
1402 2762 150
2065 1106 114
4327 2179 58
4895 3832 19
4567 488 143
296 3788 131
1087 2111 84
1705 2603 12
4416 2620 27
1280 4639 7
1112 1035 162
1968 3178 186
1778 1968 63
2057 3188 108
549 426 10
4366 2480 39
321 2769 165
431 2552 69
2901 4269 141
520 1354 105
1674 2804 29
2151 1811 60
1854 3060 70
3372 480 92
4185 4622 96
1948 3671 173
4539 1798 171
2544 3097 156
4915 2511 20
949 70 198
1891 1596 67
3312 4734 105
2363 4169 154
3642 685 172
1773 1474 72
651 2329 173
3188 184 150
2646 829 42
3546 4388 53
4869 4389 147
4953 1157 41
1855 2575 200
1145 1759 85
4132 165 1
174 273 159
4734 1460 115
4704 1534 9
2151 2636 197
91 3141 35
1039 1007 111
3082 2875 147
4538 1139 22
2430 4394 97
604 4982 129
4699 1025 172
4116 1755 23
1515 4441 93
2732 2647 183
1491 4386 63
4676 468 50
1439 4095 179
3708 2097 157
5 3704 159
3931 3759 125
1509 3767 136
2436 3560 161
180 4900 23
1416 714 3
3120 2033 108
2080 4685 161
1385 3092 47
4841 4896 77
4145 234 157
2184 1106 148
2324 4446 187
4113 3870 200
4039 4862 142
1701 720 123
1935 4614 198
938 1507 74
2850 4111 129
4281 1913 25
4299 197 118
178 2457 192
2948 3803 189
2540 696 63
1225 15 90
99 1674 89
2571 3788 155
2251 530 119
2737 1493 193
2695 1079 136
4003 2045 38
2259 3882 187
3770 2623 175
482 187 67
4952 314 98
2536 2402 192
3613 3336 95
3568 564 136
3002 1543 131
3962 1078 98
3960 113 185
131 253 8
1334 4347 65
79 886 2
597 4043 140
3385 691 47
1242 248 36
1423 4877 57
1811 3425 67
3125 78 170
1748 1425 163
2640 2975 152
4887 4259 191
1693 2546 72
3636 4316 20
3974 1498 108
295 4829 83
156 3227 167
4463 3926 133
1534 2081 65
2094 3884 26
1490 3187 163
2572 3323 176
796 3313 164
3873 4993 22
1512 4172 184
2985 956 87
4418 159 91
4537 216 75
4883 2297 31
3592 4715 42
3693 1868 97
4167 500 198
1306 3073 151
2475 3744 130
4096 4176 196
2978 1134 132
1150 4802 116
4370 1736 51
54 4527 154
896 1550 64
1814 42 99
5 974 156
1338 582 181
2267 4713 99
2954 3936 136
2224 3593 46
3672 810 50
861 128 8
1173 3885 72
4350 1266 166
23 3106 110
3151 218 157
2099 4048 153
361 1912 57
4931 432 111
1018 4977 44
1339 4589 136
2801 1526 168
1829 4566 177
4759 3950 46
975 4614 67
1529 2490 17
1847 4992 16
2905 2719 121
2553 179 15
1488 705 200
4715 1296 143
4520 1816 75
4090 62 69
2145 3010 172
2372 254 31
959 4333 94
4207 1206 160
2650 3697 60
3974 786 69
4339 2977 110
312 667 137
959 2843 51
4168 3108 47
2676 2068 137
3907 3260 198
344 3054 95
3263 1677 97
3142 383 191
245 1442 57
1670 314 32
59 1326 170
2703 2925 34
1127 3755 147
1738 563 25
4679 4854 107
4120 4196 148
603 958 135
1133 1361 175
1535 1007 7
4625 4755 118
87 2477 41
1803 3653 5
1430 4898 125
1289 1543 153
4207 131 186
532 2261 19
1429 2219 144
1298 2650 32
236 684 195
792 486 200
4080 1025 46
317 274 151
2814 3854 199
1837 2066 161
3982 4265 99
166 4682 90
2219 510 2
2118 4561 82
1388 4960 181
1750 3961 112
2665 1635 128
3496 2211 64
220 1890 169
2102 2980 138
4808 4009 28
2985 2995 31
1408 4793 23
3291 4305 107
3465 4474 64
3048 315 30
1052 1242 86
1900 1549 30
1797 3154 161
530 4367 127
2479 4688 60
3812 507 54
1827 1194 100
4596 14 122
4569 669 68
1831 2768 60
4058 3361 111
907 2687 188
4680 2727 190
585 2875 168
3966 1370 150
2902 1255 59
2759 145 77
2555 1805 81
251 2371 74
928 2383 196
5 800 165
1913 73 98
3009 2050 143
100 1953 162
2333 4730 91
959 2984 178
1629 2543 133
581 4863 139
4970 4108 106
1182 2840 152
4574 2677 67
558 4419 136
1318 2531 15
2266 4932 128
3264 577 152
2763 1930 110
130 1265 109
224 3193 105
1436 520 187
2356 1228 179
3348 2635 122
2065 383 189
3404 3396 99
783 2501 162
1010 571 75
4663 3611 184
3624 886 72
753 1695 136
3600 3035 35
3026 61 142
4909 4985 90
4579 477 189
206 3474 38
4482 4830 98
1469 2313 116
1251 3036 90
2396 294 70
2635 2547 176
906 3069 112
2427 3104 111
342 3130 182
3309 3763 88
1237 4431 107
4339 3514 39
4644 3950 20
2259 3841 89
2629 1267 160
2065 3728 28
4153 360 162
1848 4275 81
2759 4094 163
2276 1386 109
1236 483 27
3931 2852 90
911 4294 190
1000
4
11
17
22
38
40
42
48
49
55
59
71
72
73
90
93
95
106
111
122
125
131
138
142
146
151
157
161
168
170
172
175
182
184
185
191
193
194
206
212
214
222
244
253
254
260
261
263
268
272
275
286
287
296
302
304
305
313
320
328
333
340
343
344
354
357
362
363
364
371
373
374
378
380
382
384
386
388
393
395
404
406
409
410
416
420
431
435
438
439
441
449
458
468
472
474
481
482
493
494
495
504
529
536
539
544
548
551
558
559
562
573
574
577
578
579
582
589
600
608
609
610
615
616
620
624
627
634
644
650
651
662
668
674
675
676
677
678
680
682
686
693
704
711
712
719
721
731
736
747
755
757
764
770
775
784
787
788
797
800
806
813
814
826
837
839
840
844
859
861
870
877
879
888
891
912
914
915
924
927
930
938
942
950
951
954
955
956
959
960
967
981
983
985
986
989
992
999
1002
1005
1007
1014
1016
1019
1020
1032
1042
1047
1056
1058
1064
1065
1067
1069
1075
1082
1091
1092
1099
1103
1116
1117
1118
1122
1125
1128
1132
1134
1146
1147
1152
1160
1162
1165
1169
1171
1184
1185
1189
1192
1195
1198
1207
1216
1219
1228
1229
1236
1238
1242
1248
1253
1254
1257
1268
1271
1272
1273
1284
1303
1304
1307
1316
1317
1319
1320
1321
1323
1324
1329
1335
1341
1352
1371
1372
1374
1405
1409
1417
1419
1428
1429
1431
1432
1434
1436
1439
1443
1446
1448
1450
1456
1462
1463
1468
1471
1475
1492
1493
1502
1519
1525
1531
1534
1542
1553
1560
1565
1568
1569
1571
1575
1582
1585
1595
1601
1605
1607
1621
1643
1653
1658
1661
1665
1671
1679
1680
1681
1682
1683
1686
1688
1702
1706
1708
1714
1715
1723
1730
1735
1748
1749
1752
1759
1760
1762
1769
1772
1774
1776
1781
1785
1800
1807
1814
1815
1816
1820
1825
1829
1830
1831
1832
1835
1837
1841
1842
1843
1850
1865
1866
1867
1868
1870
1871
1875
1883
1885
1891
1897
1899
1903
1908
1909
1911
1920
1927
1930
1935
1939
1944
1946
1953
1959
1961
1973
1974
1977
1980
1983
1985
1989
1993
1994
1995
1999
2000
2004
2012
2019
2027
2029
2042
2043
2047
2051
2053
2062
2064
2088
2098
2102
2103
2104
2105
2109
2120
2127
2128
2129
2133
2144
2146
2147
2149
2156
2187
2189
2194
2200
2206
2209
2210
2213
2214
2216
2221
2224
2227
2242
2247
2255
2256
2269
2273
2277
2282
2285
2291
2292
2294
2306
2311
2314
2326
2330
2335
2336
2337
2343
2348
2355
2361
2367
2374
2379
2384
2393
2398
2402
2405
2408
2420
2423
2425
2431
2432
2439
2445
2452
2455
2459
2473
2482
2484
2485
2487
2488
2489
2492
2500
2506
2513
2515
2522
2533
2541
2543
2547
2548
2550
2561
2571
2578
2601
2605
2608
2618
2632
2637
2641
2646
2652
2663
2665
2666
2667
2668
2676
2677
2682
2685
2687
2689
2697
2698
2707
2711
2714
2715
2716
2720
2729
2732
2733
2735
2748
2750
2751
2763
2764
2768
2781
2786
2788
2791
2792
2796
2806
2807
2811
2818
2829
2830
2834
2835
2838
2846
2848
2852
2856
2863
2864
2876
2879
2890
2892
2893
2899
2901
2903
2917
2918
2921
2926
2928
2931
2932
2951
2953
2957
2958
2959
2964
2976
2978
3001
3004
3013
3017
3022
3027
3029
3037
3047
3048
3058
3062
3066
3069
3071
3074
3079
3080
3093
3094
3095
3098
3111
3112
3114
3118
3125
3131
3134
3138
3153
3157
3158
3160
3163
3165
3166
3167
3169
3174
3179
3183
3188
3192
3193
3205
3209
3221
3228
3229
3230
3233
3238
3242
3251
3255
3257
3264
3269
3272
3278
3280
3285
3288
3290
3291
3294
3295
3296
3315
3317
3326
3327
3331
3332
3333
3343
3344
3347
3348
3350
3357
3362
3363
3375
3385
3386
3388
3389
3409
3411
3414
3417
3423
3424
3429
3432
3433
3440
3444
3447
3453
3457
3458
3463
3470
3473
3479
3484
3487
3492
3499
3501
3509
3514
3528
3531
3537
3538
3541
3543
3545
3549
3552
3573
3574
3575
3576
3577
3579
3580
3604
3616
3622
3625
3636
3638
3645
3647
3652
3655
3657
3661
3666
3679
3686
3687
3695
3703
3704
3706
3707
3713
3716
3719
3724
3729
3735
3736
3737
3738
3742
3745
3752
3753
3754
3763
3765
3770
3778
3787
3794
3795
3796
3804
3808
3812
3816
3821
3827
3831
3833
3836
3856
3858
3865
3870
3876
3878
3886
3893
3895
3898
3902
3903
3904
3909
3910
3916
3927
3937
3938
3940
3944
3946
3948
3949
3950
3953
3958
3963
3967
3970
3971
3976
3982
3985
3992
3998
4007
4021
4025
4045
4047
4052
4053
4059
4062
4064
4067
4068
4070
4073
4076
4083
4086
4087
4097
4100
4122
4133
4135
4141
4146
4149
4170
4171
4172
4178
4188
4192
4193
4206
4207
4213
4215
4233
4235
4238
4239
4244
4255
4259
4264
4265
4269
4272
4284
4286
4290
4291
4293
4302
4309
4315
4320
4323
4333
4339
4341
4344
4350
4352
4355
4358
4362
4386
4387
4388
4392
4400
4404
4427
4433
4438
4440
4444
4448
4453
4459
4466
4470
4471
4472
4474
4476
4482
4484
4490
4494
4499
4503
4513
4520
4522
4534
4538
4545
4547
4552
4553
4555
4562
4566
4570
4573
4584
4589
4593
4595
4603
4606
4609
4610
4623
4624
4644
4646
4652
4654
4661
4666
4673
4674
4680
4682
4685
4686
4694
4698
4702
4708
4715
4717
4724
4735
4738
4741
4747
4748
4749
4752
4755
4785
4807
4809
4813
4814
4821
4823
4826
4830
4832
4838
4839
4841
4843
4854
4864
4873
4881
4885
4887
4888
4892
4893
4896
4900
4903
4905
4922
4926
4935
4936
4938
4939
4941
4944
4962
4965
4967
4975
4976
4999
